country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
Kenya,50,349845,7874,14027,786,78,17,49,23,122,28,204,136,101,79,286,82,18,25,8,141,397,45,677,44,38,109,154,7874,362020,46,39811.0,30206.0,9605.0,22171.0,5167.0,12160.0,6376.0,29451.0,7185.0,64577.0,56967.0,34620.0,21917.0,103994.0,30899.0,5192.0,7477.0,2018.0,41440.0,121633.0,13771.0,203433.0,18729.0,15838.0,36817.0,53813.0,Siaya,,,,,Kenya
Kenya,75,349845,489,3239,786,35,4,9,5,26,7,55,77,32,25,105,30,0,0,0,0,1,0,3,1,0,0,0,489,48698,100,9868.0,5646.0,4222.0,13407.0,2014.0,3348.0,2112.0,9861.0,2850.0,28555.0,40692.0,16840.0,10366.0,55316.0,15746.0,315.0,266.0,53.0,1496.0,4117.0,2266.0,3277.0,3075.0,4517.0,2235.0,4240.0,Siaya,,,,,Kenya
Kenya,30,1716749,28346,37640,1298,100,14,14,3,5,3,16,32,9,63,17,17,31,86,22,27,26,74,38,239,11,4,1,28346,1395714,49,13328.0,95220.0,-81892.0,22941.0,2881.0,4070.0,855.0,1100.0,597.0,4857.0,10579.0,2368.0,19663.0,5072.0,5372.0,10851.0,32200.0,9800.0,10716.0,10560.0,31559.0,15229.0,97972.0,4605.0,1930.0,768.0,Taita Taveta,,,,,Kenya
Kenya,50,1716749,10276,15174,1298,31,2,5,1,0,1,6,14,1,27,5,7,17,39,15,13,12,37,28,88,3,1,1,10276,745683,73,6293.0,37566.0,-31272.0,10028.0,669.0,1728.0,567.0,131.0,263.0,2418.0,5354.0,389.0,10414.0,2008.0,2700.0,6477.0,16392.0,7321.0,5475.0,4582.0,16593.0,11413.0,36778.0,1413.0,1141.0,490.0,Taita Taveta,,,,,Kenya
Kenya,75,1716749,1392,852,1298,0,0,0,0,0,0,1,1,0,3,1,0,0,4,1,1,0,9,6,5,0,0,0,1392,154938,111,1090.0,11030.0,-9940.0,232.0,0.0,0.0,50.0,0.0,0.0,450.0,330.0,0.0,1327.0,295.0,312.0,292.0,3196.0,2237.0,826.0,235.0,5371.0,3330.0,5413.0,181.0,723.0,267.0,Taita Taveta,,,,,Kenya
Kenya,30,3921749,60105,60098,4062,351,307,151,262,430,1148,320,800,1460,1114,312,476,309,794,204,454,425,244,230,383,477,340,319,60105,2878345,48,154665.0,140900.0,13765.0,103925.0,94274.0,50335.0,76909.0,149372.0,363812.0,102431.0,235148.0,491776.0,358625.0,101533.0,159232.0,96334.0,233257.0,63653.0,134914.0,114296.0,81606.0,66680.0,130366.0,136565.0,101030.0,111227.0,Tana River,,,,,Kenya
Kenya,50,3921749,33936,30853,4062,271,225,123,163,361,874,237,550,1233,910,246,399,224,509,137,258,265,182,147,303,264,213,218,33936,1945514,57,125099.0,89504.0,35595.0,87553.0,76457.0,43781.0,56391.0,133782.0,304182.0,84462.0,183197.0,438784.0,313060.0,86131.0,141337.0,75966.0,170066.0,49017.0,87723.0,76750.0,67530.0,47164.0,110802.0,85990.0,71224.0,85930.0,Tana River,,,,,Kenya
Kenya,75,3921749,7092,10300,4062,56,65,43,52,159,261,89,149,426,281,76,144,50,97,21,40,18,47,27,136,26,17,53,7092,599048,84,50027.0,43966.0,6061.0,26552.0,30553.0,20303.0,24115.0,74384.0,122054.0,40998.0,67792.0,199108.0,128981.0,35604.0,66648.0,23242.0,52642.0,17784.0,25565.0,12213.0,29720.0,14046.0,63036.0,20035.0,16990.0,38252.0,Tana River,,,,,Kenya
Kenya,30,256931,46119,46802,446,19,17,86,11,42,2,51,16,30,76,59,7,9,4,36,35,59,35,64,19,5,15,11,46119,4385888,95,12436.0,102061.0,-89625.0,5013.0,4556.0,37844.0,3436.0,8854.0,523.0,17337.0,5091.0,6897.0,40843.0,17882.0,2950.0,4033.0,1595.0,20393.0,18060.0,25197.0,14862.0,25352.0,8496.0,2528.0,8507.0,5771.0,Tharaka-Nithi,,,,,Kenya
Kenya,50,256931,35529,36452,446,6,7,68,4,4,0,24,6,4,69,17,5,4,2,32,26,52,26,37,8,2,14,6,35529,3901413,110,9108.0,66846.0,-57738.0,2369.0,2640.0,33266.0,1913.0,1386.0,84.0,11226.0,2622.0,1605.0,39176.0,8700.0,2210.0,2150.0,997.0,19025.0,14987.0,22658.0,10929.0,14674.0,3762.0,1350.0,8027.0,3721.0,Tharaka-Nithi,,,,,Kenya
Kenya,75,256931,27787,18288,446,0,1,40,2,0,0,9,1,2,59,9,1,1,0,14,10,14,4,3,2,1,13,4,27787,3306271,119,5191.0,41353.0,-36162.0,268.0,382.0,22774.0,1243.0,110.0,0.0,5176.0,413.0,1029.0,35160.0,5728.0,602.0,517.0,187.0,11820.0,8479.0,8485.0,2506.0,1970.0,1256.0,796.0,7869.0,2613.0,Tharaka-Nithi,,,,,Kenya
Kenya,30,246585,51439,49617,2897,462,212,1038,220,249,166,901,355,232,128,213,516,328,55,88,66,180,107,179,187,55,34,96,51439,4416592,86,180643.0,379060.0,-198417.0,273801.0,110618.0,582220.0,133505.0,158044.0,84054.0,566871.0,222077.0,152873.0,78729.0,140105.0,361975.0,235732.0,40893.0,69666.0,81863.0,211189.0,93019.0,143562.0,164134.0,73371.0,50412.0,126072.0,Trans Nzoia,,,,,Kenya
Kenya,50,246585,35695,35452,2897,447,190,940,200,224,122,830,314,213,115,179,455,254,43,69,39,132,78,122,112,33,15,74,35695,3717046,104,164815.0,244084.0,-79269.0,270153.0,104698.0,554879.0,127529.0,150634.0,68897.0,544009.0,208239.0,145667.0,74415.0,126541.0,337553.0,200638.0,35443.0,60748.0,69625.0,187663.0,78776.0,111922.0,120234.0,61600.0,38157.0,112722.0,Trans Nzoia,,,,,Kenya
Kenya,75,246585,23301,21861,2897,389,120,698,164,186,59,652,242,158,73,119,333,172,33,44,24,86,51,76,70,20,5,49,23301,2830135,121,138333.0,148107.0,-9774.0,250910.0,79524.0,466626.0,114473.0,136837.0,45286.0,474737.0,180103.0,122214.0,56528.0,99887.0,281970.0,154278.0,30076.0,46168.0,63339.0,164714.0,64067.0,84766.0,89360.0,52923.0,30650.0,92220.0,Trans Nzoia,,,,,Kenya
Kenya,30,6372074,6308,4535,8218,1,4,7,1,4,10,12,25,26,7,18,15,2,7,3,16,15,6,6,0,13,10,0,6308,323232,51,2161.0,55180.0,-53020.0,197.0,1389.0,1775.0,268.0,841.0,1802.0,2362.0,4174.0,4551.0,1611.0,3945.0,2558.0,579.0,1333.0,681.0,4435.0,3565.0,1562.0,1257.0,73.0,5749.0,4160.0,833.0,Turkana,,,,,Kenya
Kenya,50,6372074,1969,362,8218,0,2,2,0,0,0,1,1,2,3,6,0,0,0,0,0,2,1,0,0,0,0,0,1969,146381,74,663.0,37370.0,-36707.0,95.0,1106.0,622.0,8.0,152.0,120.0,361.0,250.0,601.0,813.0,1797.0,104.0,143.0,99.0,136.0,1310.0,924.0,500.0,0.0,0.0,3207.0,2159.0,745.0,Turkana,,,,,Kenya
Kenya,75,6372074,191,1,8218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,22101,115,380.0,29500.0,-29120.0,60.0,481.0,1.0,8.0,47.0,0.0,0.0,0.0,42.0,11.0,91.0,35.0,143.0,99.0,136.0,1310.0,165.0,73.0,0.0,0.0,3139.0,2159.0,745.0,Turkana,,,,,Kenya
Kenya,30,342854,35967,33992,4490,588,2093,873,576,613,468,1033,799,343,154,466,549,207,411,688,594,676,315,181,105,73,57,137,35967,3202739,89,317129.0,241695.0,75434.0,321259.0,1135297.0,466889.0,327929.0,332234.0,240138.0,572173.0,449933.0,178998.0,90006.0,243531.0,369241.0,128171.0,297243.0,500147.0,408404.0,466381.0,240481.0,116945.0,73723.0,102388.0,84826.0,147626.0,Uasin Gishu,,,,,Kenya
Kenya,50,342854,26442,24202,4490,568,2000,818,554,565,423,973,746,305,148,388,515,170,340,636,506,570,246,112,55,28,24,104,26442,2778269,105,296235.0,175583.0,120653.0,316702.0,1111801.0,452509.0,321517.0,319021.0,226278.0,553290.0,432644.0,166117.0,87906.0,214984.0,355533.0,112631.0,264054.0,476307.0,368616.0,417491.0,206805.0,82049.0,48769.0,79983.0,67572.0,130837.0,Uasin Gishu,,,,,Kenya
Kenya,75,342854,20599,17346,4490,501,1687,677,501,459,336,827,623,206,128,260,432,129,276,562,411,457,177,67,23,9,7,78,20599,2408641,117,263137.0,138267.0,124869.0,295700.0,1007441.0,405156.0,302979.0,282789.0,196021.0,502260.0,388367.0,130956.0,80780.0,167312.0,320127.0,94154.0,232172.0,438557.0,323469.0,365625.0,171751.0,61129.0,35063.0,71321.0,59850.0,119165.0,Uasin Gishu,,,,,Kenya
Kenya,30,55827,12042,13224,819,58,4,34,5,9,22,52,14,25,24,10,17,8,100,70,53,44,18,28,42,22,15,19,12042,816516,68,18189.0,78319.0,-60130.0,29601.0,1802.0,16750.0,2039.0,4409.0,11552.0,21428.0,6107.0,11461.0,13441.0,7247.0,9025.0,4669.0,81717.0,48773.0,32931.0,24993.0,11027.0,16845.0,23515.0,14007.0,11711.0,13298.0,Vihiga,,,,,Kenya
Kenya,50,55827,3873,6410,819,47,3,25,4,7,17,30,8,16,20,9,11,4,93,59,34,27,7,13,12,6,4,7,3873,432223,112,13967.0,24135.0,-10168.0,26968.0,1578.0,14386.0,1730.0,3850.0,9884.0,14365.0,4408.0,8444.0,11874.0,6880.0,6523.0,3231.0,78738.0,44357.0,24051.0,16889.0,5979.0,9641.0,8234.0,6937.0,5627.0,6666.0,Vihiga,,,,,Kenya
Kenya,75,55827,2741,3690,819,32,2,15,2,4,10,10,3,8,14,7,5,3,85,51,24,7,3,8,2,1,0,3,2741,358356,131,11108.0,16166.0,-5057.0,21852.0,1272.0,10903.0,1032.0,2744.0,7169.0,6983.0,2290.0,5358.0,9471.0,5972.0,4325.0,2947.0,75828.0,41374.0,19611.0,8386.0,4438.0,7180.0,3029.0,4987.0,3836.0,4507.0,Vihiga,,,,,Kenya
Kenya,30,5663660,32,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1227,38,1.0,293.0,-292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Wajir,,,,,Kenya
Kenya,50,5663660,0,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,223.0,-222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Wajir,,,,,Kenya
Kenya,75,5663660,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,223.0,-222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Wajir,,,,,Kenya
Kenya,30,951057,100198,80278,1375,155,413,747,830,376,436,2240,1427,431,326,664,826,373,231,297,227,734,321,360,260,199,322,211,100198,7182316,72,248178.0,326520.0,-78342.0,70816.0,173394.0,341200.0,353350.0,152438.0,188516.0,1136451.0,660363.0,184127.0,154609.0,327936.0,408703.0,160501.0,84347.0,128470.0,85674.0,327093.0,142791.0,177201.0,133083.0,71930.0,146310.0,98784.0,West Pokot,,,,,Kenya
Kenya,50,951057,57958,43874,1375,119,293,565,573,243,313,1886,1084,297,255,521,638,217,74,142,87,399,175,259,179,59,154,107,57958,5344508,92,196081.0,167783.0,28298.0,62470.0,143296.0,293445.0,285923.0,117735.0,152437.0,1037356.0,553991.0,144323.0,132761.0,279803.0,342084.0,107519.0,36050.0,75469.0,40636.0,204453.0,88072.0,139202.0,100183.0,29583.0,85194.0,57877.0,West Pokot,,,,,Kenya
Kenya,75,951057,29415,11442,1375,64,130,302,278,105,135,1216,543,119,133,288,337,93,25,60,31,186,79,159,110,16,67,42,29415,3389642,115,127326.0,73332.0,53993.0,42068.0,82183.0,195375.0,177376.0,66877.0,86233.0,787336.0,350879.0,78161.0,86661.0,187934.0,223744.0,57666.0,17224.0,42039.0,20239.0,117657.0,49035.0,97589.0,70667.0,13634.0,47333.0,30575.0,West Pokot,,,,,Kenya
Kosovo,30,135924,47996,39439,1681,171,48,68,206,57,141,239,303,334,155,281,383,64,80,52,132,81,91,160,177,65,105,209,47996,3454635,72,77524.0,409873.0,-332348.0,69447.0,19495.0,27626.0,94172.0,26625.0,67973.0,91737.0,148396.0,184690.0,77959.0,121913.0,186152.0,27307.0,40969.0,27845.0,73666.0,45694.0,51367.0,88525.0,98800.0,35572.0,57692.0,119436.0,Gnjilane,,,,,Kosovo
Kosovo,50,135924,43863,33913,1681,168,47,66,205,57,140,238,302,333,153,280,378,61,78,52,131,80,90,157,173,63,102,200,43863,3328195,76,77019.0,374246.0,-297226.0,69003.0,19435.0,27355.0,93939.0,26613.0,67714.0,91687.0,148201.0,184520.0,77625.0,121810.0,185277.0,26847.0,40654.0,27603.0,73411.0,45409.0,50981.0,87499.0,97768.0,34909.0,56701.0,116485.0,Gnjilane,,,,,Kosovo
Kosovo,75,135924,28941,9788,1681,155,42,60,200,56,133,231,292,325,146,272,355,48,63,42,109,63,75,123,139,48,71,137,28941,2403616,83,70016.0,245076.0,-175059.0,65779.0,17965.0,25776.0,92377.0,26143.0,65510.0,89743.0,144732.0,181791.0,74978.0,119277.0,178381.0,21895.0,33831.0,23038.0,62857.0,36913.0,43141.0,70743.0,81053.0,28145.0,41980.0,84327.0,Gnjilane,,,,,Kosovo
Kosovo,30,206864,92373,81555,1257,129,27,34,62,43,53,113,237,65,49,83,214,150,265,150,236,208,230,190,338,175,255,434,92373,7640315,83,88907.0,823981.0,-735074.0,56542.0,11811.0,14978.0,27482.0,20683.0,26541.0,42682.0,99502.0,34244.0,25354.0,44530.0,104035.0,77689.0,147722.0,85119.0,135700.0,117539.0,133405.0,113830.0,200673.0,109182.0,148341.0,267278.0,Kosovska Mitrovica,,,,,Kosovo
Kosovo,50,206864,83776,69922,1257,129,27,33,61,42,53,110,232,64,49,82,206,144,259,149,233,201,225,188,333,173,244,421,83776,7353611,88,88028.0,748212.0,-660184.0,56422.0,11788.0,14938.0,27322.0,20611.0,26489.0,42302.0,98757.0,34095.0,25227.0,44323.0,102662.0,76057.0,145895.0,84765.0,134817.0,116172.0,132387.0,113065.0,199301.0,108551.0,145984.0,262702.0,Kosovska Mitrovica,,,,,Kosovo
Kosovo,75,206864,62509,35624,1257,125,26,32,58,41,52,95,204,62,46,79,189,125,232,136,213,178,200,170,299,157,212,344,62509,5996760,96,80981.0,559332.0,-478351.0,55515.0,11606.0,14623.0,26281.0,20269.0,26076.0,39412.0,93193.0,33304.0,24322.0,43113.0,97793.0,68164.0,134246.0,78817.0,125745.0,106371.0,120972.0,104276.0,182856.0,100236.0,131367.0,223997.0,Kosovska Mitrovica,,,,,Kosovo
Kosovo,30,135603,40114,36119,1746,263,38,16,34,56,52,62,209,62,36,115,283,227,67,51,52,40,25,19,71,36,102,125,40114,2954117,74,36651.0,381589.0,-344938.0,104998.0,14109.0,5774.0,13175.0,21768.0,21217.0,22074.0,73905.0,25407.0,14127.0,42431.0,125826.0,64024.0,28028.0,22393.0,24676.0,18934.0,12246.0,8193.0,37246.0,15367.0,55509.0,71545.0,Pećki,,,,,Kosovo
Kosovo,50,135603,35456,30262,1746,259,38,15,34,52,51,58,201,60,36,115,276,199,60,48,49,37,23,18,67,34,99,115,35456,2784312,79,35627.0,337718.0,-302092.0,104116.0,14102.0,5634.0,13159.0,20670.0,21013.0,21273.0,72034.0,25035.0,14052.0,42299.0,124042.0,58611.0,26271.0,21692.0,24083.0,18028.0,11749.0,8041.0,35977.0,14761.0,54228.0,68543.0,Pećki,,,,,Kosovo
Kosovo,75,135603,24984,16563,1746,235,36,15,32,41,45,50,164,55,33,112,241,130,47,36,39,27,17,15,53,27,80,82,24984,2215751,89,31081.0,238944.0,-207863.0,96951.0,13573.0,5377.0,12484.0,16945.0,18886.0,19307.0,63345.0,23648.0,13402.0,41489.0,112621.0,42945.0,21958.0,17257.0,20721.0,14118.0,9268.0,6668.0,30225.0,12274.0,46825.0,54579.0,Pećki,,,,,Kosovo
Kosovo,30,217400,67281,61252,1775,150,38,61,100,53,147,68,203,105,101,110,201,121,197,123,274,193,166,243,220,165,233,445,67281,5410105,80,86522.0,587442.0,-500920.0,66064.0,17193.0,27202.0,47677.0,24755.0,68089.0,32675.0,99677.0,53466.0,53327.0,58510.0,97118.0,60553.0,105024.0,67050.0,151379.0,106548.0,94704.0,136586.0,127340.0,95622.0,137289.0,262155.0,Pristina,,,,,Kosovo
Kosovo,50,217400,62376,53309,1775,149,38,60,99,51,139,67,200,104,100,109,190,116,192,120,268,188,164,237,216,160,226,432,62376,5251505,84,85500.0,544847.0,-459348.0,65892.0,17127.0,26974.0,47544.0,24429.0,66503.0,32487.0,99155.0,53111.0,53149.0,58335.0,95269.0,59268.0,103632.0,66377.0,150090.0,105224.0,93922.0,134696.0,126001.0,94205.0,135310.0,257791.0,Pristina,,,,,Kosovo
Kosovo,75,217400,41943,22375,1775,141,37,54,96,48,120,64,186,97,94,105,171,87,148,94,216,143,127,176,163,126,176,299,41943,3849893,92,71838.0,366733.0,-294895.0,63807.0,16920.0,25373.0,46353.0,23413.0,61411.0,31565.0,94084.0,50738.0,50941.0,56752.0,89834.0,46854.0,83616.0,53362.0,124175.0,83018.0,75034.0,103504.0,98331.0,76537.0,109788.0,186862.0,Pristina,,,,,Kosovo
Kosovo,30,179823,45347,38951,1180,43,13,24,42,17,41,60,38,24,31,64,200,87,47,21,84,15,9,18,18,9,18,45,45347,3065756,68,14637.0,390491.0,-375854.0,14985.0,4632.0,9307.0,15722.0,6003.0,11358.0,15329.0,10105.0,10132.0,10486.0,19539.0,52861.0,31563.0,18956.0,7083.0,36123.0,6326.0,4924.0,9448.0,6993.0,4907.0,7634.0,22230.0,Prizren,,,,,Kosovo
Kosovo,50,179823,38390,30323,1180,42,12,24,41,16,35,54,32,23,28,58,170,79,43,19,76,11,9,17,16,8,13,39,38390,2861688,75,13809.0,331900.0,-318091.0,14754.0,4601.0,9258.0,15523.0,5788.0,10597.0,14402.0,9167.0,9980.0,9967.0,18474.0,48827.0,29704.0,17997.0,6743.0,34364.0,5725.0,4799.0,8991.0,6535.0,4540.0,6286.0,20593.0,Prizren,,,,,Kosovo
Kosovo,75,179823,26668,13244,1180,35,12,22,35,12,27,35,20,20,18,40,112,61,33,13,57,9,7,12,13,6,8,27,26668,2277285,85,11166.0,233070.0,-221904.0,13104.0,4443.0,8948.0,14042.0,4664.0,8711.0,10627.0,6468.0,9180.0,7521.0,13216.0,37516.0,24151.0,14649.0,5195.0,28464.0,4875.0,4010.0,7239.0,5598.0,3639.0,4727.0,15838.0,Prizren,,,,,Kosovo
Kosovo,30,105499,45688,38562,661,126,15,16,69,44,43,56,92,128,72,91,144,73,62,25,84,52,55,51,59,29,44,104,45688,3614649,79,31703.0,399421.0,-367718.0,48275.0,5618.0,6386.0,29018.0,17004.0,19633.0,23224.0,37227.0,58606.0,33262.0,45767.0,67190.0,36377.0,31061.0,12791.0,43440.0,26482.0,30199.0,26838.0,31782.0,15799.0,25477.0,57717.0,Uroševac,,,,,Kosovo
Kosovo,50,105499,42511,34261,661,122,14,16,68,44,42,55,91,122,71,91,139,71,60,24,81,49,52,49,56,27,42,99,42511,3508722,83,31205.0,371609.0,-340404.0,47723.0,5471.0,6351.0,28849.0,16898.0,19439.0,23146.0,37023.0,57813.0,33095.0,45721.0,66149.0,35977.0,30561.0,12594.0,42582.0,25739.0,29215.0,26250.0,31002.0,15094.0,25005.0,56017.0,Uroševac,,,,,Kosovo
Kosovo,75,105499,33017,16293,661,105,13,15,62,37,39,50,82,115,65,86,125,62,51,20,68,40,44,39,46,21,37,78,33017,2944294,89,28254.0,288678.0,-260424.0,44239.0,4964.0,6177.0,27161.0,15033.0,18618.0,21934.0,34671.0,55806.0,30920.0,43914.0,61931.0,32575.0,27103.0,10755.0,37372.0,21786.0,25700.0,21934.0,26093.0,12489.0,22542.0,46133.0,Uroševac,,,,,Kosovo
Kosovo,30,110863,31425,27020,992,240,36,42,59,44,42,215,61,59,25,57,313,46,44,49,51,37,17,15,88,42,28,104,31425,2223763,71,26698.0,265394.0,-238695.0,84331.0,12724.0,14163.0,21816.0,16946.0,15963.0,55546.0,22037.0,23525.0,9936.0,22433.0,79535.0,17829.0,19753.0,22263.0,25479.0,16206.0,8543.0,6608.0,32372.0,22044.0,13161.0,50849.0,Đakovica,,,,,Kosovo
Kosovo,50,110863,28247,22512,992,238,36,42,58,43,42,208,61,58,25,57,238,41,42,47,50,34,17,14,80,40,27,97,28247,2125573,75,25911.0,239672.0,-213761.0,84059.0,12694.0,14153.0,21699.0,16831.0,15811.0,54769.0,21995.0,23412.0,9859.0,22370.0,71060.0,16820.0,19234.0,21634.0,25047.0,15480.0,8464.0,6358.0,30753.0,21642.0,12923.0,48891.0,Đakovica,,,,,Kosovo
Kosovo,75,110863,20668,12102,992,229,35,40,55,40,39,182,59,57,24,54,164,25,33,34,42,27,13,10,57,33,18,70,20668,1742322,84,22897.0,176887.0,-153989.0,81778.0,12362.0,13736.0,20773.0,15540.0,14972.0,50670.0,21663.0,22999.0,9591.0,21657.0,58819.0,11677.0,15850.0,17073.0,22559.0,13204.0,7190.0,4717.0,23953.0,18280.0,9354.0,38218.0,Đakovica,,,,,Kosovo
Kuwait,30,461714,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Ahmadi,,,,,Kuwait
Kuwait,50,461714,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Ahmadi,,,,,Kuwait
Kuwait,75,461714,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Ahmadi,,,,,Kuwait
Kuwait,30,21772,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Farwaniyah,,,,,Kuwait
Kuwait,50,21772,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Farwaniyah,,,,,Kuwait
Kuwait,75,21772,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Farwaniyah,,,,,Kuwait
Kuwait,30,1238088,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Jahrah,,,,,Kuwait
Kuwait,50,1238088,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Jahrah,,,,,Kuwait
Kuwait,75,1238088,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Jahrah,,,,,Kuwait
Kuwait,30,4617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Kuwayt,,,,,Kuwait
Kuwait,50,4617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Kuwayt,,,,,Kuwait
Kuwait,75,4617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Kuwayt,,,,,Kuwait
Kuwait,30,5455,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hawalli,,,,,Kuwait
Kuwait,50,5455,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hawalli,,,,,Kuwait
