sci_name,legend,source,event_year,longitude,latitude
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.5239,-33.689739
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.40362,-33.75391
Titanolebias cheradophilus,Extant (resident),GBIF,,-53.954334,-34.2205
Titanolebias cheradophilus,Extant (resident),GBIF,,-53.37,-32.56
Titanolebias cheradophilus,Extant (resident),Lanés et al.. 2014,,-53.333333,-32.55
Titanolebias cheradophilus,Extant (resident),Lanés et al.. 2014,,-53.35,-32.55
Titanolebias cheradophilus,Extant (resident),Alonso et al.. 2023,,-53.844787,-34.358375
Titanolebias cheradophilus,Extant (resident),Laufer et al.. 2009,,-53.980333,-34.254922
Titanolebias cheradophilus,Extant (resident),Loureiro et al.. 2018,,-53.8382,-34.12584
Titanolebias cheradophilus,Extant (resident),Costa. 2006,,-53.949371,-34.219629
Titanolebias cheradophilus,Extant (resident),Loureiro et al.. 2011,,-53.900802,-34.225829
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1937.0,-101.61306,19.53167
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1951.0,-101.6475,19.58556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1951.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1951.0,-101.61333,19.55444
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1953.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1954.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1954.0,-101.61306,19.53167
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1956.0,-101.6475,19.58556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1956.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1956.0,-101.61333,19.55444
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1956.0,-101.61306,19.53167
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1957.0,-101.6475,19.58556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1957.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1958.0,-101.6475,19.58556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1958.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1958.0,-101.55583,19.54028
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1959.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1960.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1962.0,-101.61917,19.54556
Chirostoma patzcuaro,Extant (resident),Eduardo Soto-Galera,1963.0,-101.61417,19.53
Rhinocypha huai,Extant (resident),,,108.8623,18.71249
Rhinocypha huai,Extant (resident),,,109.542463,19.035133
Rhinocypha huai,Extant (resident),,,109.598079,19.348182
Rhinocypha huai,Extant (resident),,,109.679794,18.908099
Rhinocypha huai,Extant (resident),,,109.902789,18.77316
Allotoca dugesii,Extant (resident),Köck et al.,2017.0,-101.5215,19.573
Allotoca dugesii,Extant (resident),Lyons,2004.0,-102.1485,19.8845
Allotoca dugesii,Extant (resident),Domínguez,2003.0,-101.3843,19.5032
Allotoca dugesii,Extant (resident),Matt,1992.0,-101.2247,19.5007
Allotoca dugesii,Extant (resident),Slaboch et al.,2008.0,-101.2854,19.5975
Allotoca dugesii,Extant (resident),Torres,1979.0,-100.936,19.882
Neoophorus regalis,Extant (resident),Domínguez-Domínguez,2008.0,-102.8612,19.923
Neoophorus regalis,Extant (resident),Slaboch et al.,2008.0,-102.4577,19.5718
Allotoca zacapuensis,Extant (resident),de Jong,2014.0,-101.4795,19.8745
Allotoca zacapuensis,Extant (resident),Köck et al.,2014.0,-101.7773,19.8256
Allotoca zacapuensis,Extant (resident),Lyons,2015.0,-101.7876,19.8273
Chapalichthys encaustus,Extant (resident),C.E.G.,1984.0,-102.7658,20.1522
Chapalichthys encaustus,Extant (resident),Domínguez et al.,2004.0,-102.7597,20.1085
Chapalichthys encaustus,Extant (resident),Domínguez et al.,2004.0,-102.5569,20.3226
Chapalichthys encaustus,Extant (resident),Domínguez et al.,2005.0,-102.4907,20.2222
Chapalichthys encaustus,Extant (resident),Domínguez et al.,2007.0,-103.3599,20.4325
Chapalichthys encaustus,Extant (resident),IPN,1949.0,-103.0247,20.1671
Chapalichthys encaustus,Extant (resident),IPN,1956.0,-102.929,20.3862
Chapalichthys encaustus,Extant (resident),IPN,1957.0,-102.33,20.2911
Chapalichthys encaustus,Extant (resident),IPN,1963.0,-102.2737,20.3382
Chapalichthys encaustus,Extant (resident),IPN,1966.0,-102.7233,20.2864
Chapalichthys encaustus,Extant (resident),IPN,1969.0,-102.592,19.9423
Chapalichthys encaustus,Extant (resident),Köck et al.,2014.0,-102.3414,19.9622
Chapalichthys encaustus,Extant (resident),Köck et al.,2014.0,-102.2994,19.937
Chapalichthys encaustus,Extant (resident),Köck et al.,2016.0,-102.6106,20.0627
Chapalichthys encaustus,Extant (resident),Köck et al.,2016.0,-102.3251,19.9562
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.3644,20.2268
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.3429,20.4287
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.3239,20.2865
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.2994,20.4025
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.2517,20.3002
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.1943,20.2894
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-103.1679,20.2506
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-102.8675,20.1546
Chapalichthys encaustus,Extant (resident),Lyons et al.,2005.0,-102.4248,20.3047
Chapalichthys encaustus,Extant (resident),Lyons et al.,2010.0,-102.5492,19.9548
Chapalichthys encaustus,Extant (resident),Lyons et al.,2010.0,-102.3043,19.9483
Chapalichthys encaustus,Extant (resident),Slaboch et al.,2010.0,-103.415,20.2842
Chapalichthys encaustus,Extant (resident),Slaboch et al.,2010.0,-103.3041,20.1986
Chapalichthys encaustus,Extant (resident),Slaboch et al.,2010.0,-102.3269,19.9574
Chapalichthys pardalis,Extant (resident),Slaboch et al.,2012.0,-102.6687,19.8303
Chapalichthys pardalis,Possibly Extinct,Slaboch et al.,2012.0,-102.5147,19.7032
Neotoca bilineata,Extant (resident),Köck et al.,2014.0,-101.1492,19.9178
Neotoca bilineata,Extant (resident),Köck et al.,2017.0,-101.6178,20.5125
Neotoca bilineata,Extant (resident),Köck et al.,2017.0,-101.5719,20.4489
Neotoca bilineata,Extant (resident),Slaboch et al.,2008.0,-101.2743,19.6402
Xenotaenia resolanae,Extant (resident),Lyons,1986.0,-104.6725,19.4956
Xenotaenia resolanae,Extant (resident),Lyons,1986.0,-104.5478,19.4949
Xenotaenia resolanae,Extant (resident),Lyons,1986.0,-104.4644,19.5539
Xenotaenia resolanae,Extant (resident),Lyons,1986.0,-104.3194,19.4619
Xenotaenia resolanae,Extant (resident),Lyons,1986.0,-104.2748,19.3687
Xenotaenia resolanae,Extant (resident),Lyons,2005.0,-104.5552,19.6276
Xenotaenia resolanae,Extant (resident),Lyons,2005.0,-104.4503,19.6638
Xenotaenia resolanae,Extant (resident),Lyons,2013.0,-104.5562,19.6278
Xenotaenia resolanae,Extant (resident),Lyons,2013.0,-104.4571,19.6009
Xenotaenia resolanae,Extant (resident),Lyons,2015.0,-104.4932,19.6019
Xenotaenia resolanae,Extant (resident),Lyons,2015.0,-104.3133,19.4911
Xenotoca eiseni,Extant (resident),Domínguez-Domínguez,2004.0,-104.9,21.2324
Xenotoca eiseni,Extant (resident),Domínguez-Domínguez,2006.0,-104.805,21.526
Xenotoca melanosoma,Extant (resident),gbif_FB-UMSNH_1893254676,2010.0,-103.965218,20.722142
Xenotoca melanosoma,Extant (resident),gbif_FB-UMSNH_1893254692,2010.0,-104.130222,20.529151
Xenotoca melanosoma,Extant (resident),gbif_FB-UMSNH_1893254693,2010.0,-104.079227,20.902034
Xenotoca melanosoma,Extant (resident),gbif_FB-UMSNH_1893254697,2010.0,-103.693216,20.687344
Xenotoca melanosoma,Extant (resident),gbif_FCN-UAQ_1894765250,2006.0,-104.119499,20.823099
Xenotoca melanosoma,Extant (resident),gbif_IBUNAM_1893274413,2005.0,-103.996389,20.899444
Xenotoca melanosoma,Extant (resident),gbif_IBUNAM_1893274541,2005.0,-104.119167,20.823333
Xenotoca melanosoma,Extant (resident),gbif_NO DISPONIBLE_1893274532,2005.0,-103.99,20.77
Xenotoca melanosoma,Extant (resident),Domínguez-Domínguez,2004.0,-104.43,20.8006
Xenotoca melanosoma,Extant (resident),Domínguez-Domínguez,2005.0,-103.76,20.3898
Xenotoca melanosoma,Extant (resident),Domínguez-Domínguez,2007.0,-103.76,20.3348
Xenotoca melanosoma,Extant (resident),Domínguez-Domínguez,2016.0,-104.2,20.7378
Xenotoca melanosoma,Extant (resident),Köck et al.,2016.0,-104.11,20.7682
Xenotoca melanosoma,Extant (resident),Köck et al.,2016.0,-104.09,20.8825
Poecilia teresae,Extant (resident),Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vpgpyw,0.0,-89.04137,16.950731
Poecilia teresae,Extant (resident),Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vpgpyw,0.0,-89.01667,16.86667
Poecilia teresae,Extant (resident),Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vpgpyw,1960.0,-89.038466,16.86558
Poecilia teresae,Extant (resident),Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vpgpyw,1973.0,-89.030114,16.964672
Poecilia teresae,Extant (resident),Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vpgpyw,2006.0,-88.90427,16.773015
Chiapaheros grammodes,Extant (resident), ,1962.0,-93.07833,16.76583
Chiapaheros grammodes,Extant (resident), ,1983.0,-92.81306,15.88278
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.51556,16.35056
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.51547,16.35039
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.51528,16.35028
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.31778,16.10944
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.31767,16.10958
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.31767,16.10969
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.31753,16.10972
Chiapaheros grammodes,Extant (resident), ,2003.0,-93.08417,16.61028
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.97711,16.49206
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.73092,15.89869
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.72025,15.88556
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.60444,15.71639
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.60444,15.71667
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.60419,15.71583
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.60411,15.716
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.54167,15.59806
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.54153,15.59794
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.54139,15.59792
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.28081,15.74375
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.28081,15.74389
Chiapaheros grammodes,Extant (resident), ,2003.0,-92.28056,16.74361
Chiapaheros grammodes,Extant (resident), ,2004.0,-93.51547,16.35039
Chiapaheros grammodes,Extant (resident), ,2004.0,-93.5,16.34167
Chiapaheros grammodes,Extant (resident), ,2004.0,-93.28972,16.39111
Chiapaheros grammodes,Extant (resident), ,2004.0,-93.26889,16.21278
Chiapaheros grammodes,Extant (resident), ,2004.0,-93.07925,16.15878
Puntius nangalensis,Extant (resident),Jayaram (1990),0.0,76.3817,31.4026
Pinniwallago kanpurensis,Possibly Extinct,Gupta et al. (1981),1976.0,80.2722,26.2093
Merogomphus femoralis,Extant (resident),"Cheong, Tang & Ngiam 2009",2007.0,103.78813,1.37732
Merogomphus femoralis,Extant (resident),Dow et al 2018,2011.0,113.0919,2.9167
Merogomphus femoralis,Extant (resident),Dow & Unggang 2010,2006.0,113.396,2.911
Merogomphus femoralis,Possibly Extinct,Laidlaw 1931,1921.0,101.68333,3.13333
Brachygonia puella,Extant (resident),"Dow, Ngiam & Ahmad 2015",2012.0,111.05844,1.61882
Brachygonia puella,Extant (resident),Dow & Silvius 2014,2012.0,113.949,-2.005
Brachygonia puella,Extant (resident),Dow & Unggang 2010,2008.0,113.396,2.911
Brachygonia puella,Extant (resident),Lieftinck 1953,1953.0,112.9496,-2.5315
Brachygonia puella,Possibly Extinct,Lieftinck 1937,1936.0,107.70844,-2.65902
Ataeniobius toweri,Extant (resident),Ahumada-Carillo,2018.0,-99.9013,22.1865
Ataeniobius toweri,Extant (resident),Köck et al.,2014.0,-99.926,21.8767
Ataeniobius toweri,Extant (resident),Köck et al.,2015.0,-100.2604,22.2957
Ataeniobius toweri,Extant (resident),Köck et al.,2017.0,-100.028,21.861
Ataeniobius toweri,Extant (resident),Köck et al.,2017.0,-100.0055,21.8782
Ataeniobius toweri,Extant (resident),Mayden & Hillis,1987.0,-100.2586,22.2404
Ataeniobius toweri,Extant (resident),Miller & Kurawaka,1971.0,-99.9722,21.8704
Ataeniobius toweri,Extant (resident),Miller & Neff,1972.0,-99.9587,21.8471
Xenoophorus captivus,Extant (resident),Köck et al.,2014.0,-101.1028,22.9347
Xenoophorus captivus,Extant (resident),Köck et al.,2014.0,-101.077,22.7577
Xenoophorus captivus,Extant (resident),Lyons et al.,2011.0,-100.6917,21.7126
Xenoophorus captivus,Extant (resident),Slaboch et al.,2010.0,-101.1271,21.8409
Characodon lateralis,Extant (resident),Köck et al.,2015.0,-104.2744,23.9389
Characodon lateralis,Extant (resident),Köck et al.,2015.0,-104.2703,23.9053
Cyprinella panarcys,Extant (resident),"B.R. Kuhajda, R.L. Mayden, J.R. Tomelleri,",,-106.220278,26.653889
Cyprinella panarcys,Extant (resident),"Greenbank, J.; Party",,-105.529444,26.410833
Cyprinella panarcys,Extant (resident),J Greenbank & party,,-105.5,26.433333
Cyprinella panarcys,Extant (resident),"Miller, Robert R; et. al.",,-106.219408,26.653058
Cyprinella panarcys,Extant (resident),"Miller, R. R.; Marsh, E.; Smith, M. L.",,-105.808333,27.475
Cyprinella panarcys,Extant (resident),"Miller, R. R.; Uyeno, T.; Chernoff, B.",,-106.475,27.008333
Cyprinella panarcys,Extant (resident),"Miller, R. R.; Uyeno, T.; Chernoff, B.; Mex. Amigo",,-106.258333,26.375
Cyprinella panarcys,Extant (resident),"Ogilvie, Philip W",,-105.670959,27.126264
Cyprinella panarcys,Extant (resident),"Ogilvie, P. W.",,-105.685278,27.0
Cyprinella panarcys,Extant (resident),"RR Miller, E Marsh, ML Smith",,-105.8,27.466667
Cyprinella panarcys,Extant (resident),"RR Miller, T Uyeno, B Chernoff",,-106.466667,27.0
Cyprinella panarcys,Extant (resident),"RR Miller, T Uyeno, B Chernoff, Mex. amigo",,-106.25,26.366667
Cyprinella panarcys,Extant (resident),S. Contreras B.; Gpo. F.C.B.,,-104.931667,27.133333
Cyprinella panarcys,Extant (resident),S. Contreras B.;  S. Contreras A.;  D. Contreras A.; A. Contreras A.,,-104.931667,27.135
Cyprinella panarcys,Possibly Extant (resident),"Brittan, Martin R.",,-105.17069,27.831758
Cyprinella panarcys,Possibly Extant (resident),"Brittan, M. R.",,-105.5,27.803611
Cyprinella panarcys,Possibly Extant (resident),"Brittan, M. R.; Party",,-105.5,27.803611
Cyprinella panarcys,Possibly Extant (resident),"Gaunt, A S",,-105.410718,28.346594
Cyprinella panarcys,Possibly Extant (resident),Martin Brittan & party,,-105.2,27.866667
Cyprinella panarcys,Possibly Extant (resident),RR & FH Miller,,-105.483333,28.283333
Cyprinella panarcys,Possibly Extant (resident),"R. R. Miller, F. H. Miller",,-105.471231,28.263713
Cyprinella panarcys,Possibly Extant (resident),S. Contreras B.; Gpo. F.C.B.,,-105.491111,28.250278
Cyprinella panarcys,Possibly Extant (resident),S. Contreras B.; Gpo. F.C.B.,,-105.341944,28.261111
Cyprinella panarcys,Possibly Extant (resident),S. Contreras B.;  L. Contreras B.; J. Castillo T.,,-105.341944,28.261111
Cyprinella panarcys,Possibly Extant (resident),S. Contreras B.;  S. Contreras A.;  D. Contreras A.; A. Contreras A.,,-105.560556,28.594444
Cyprinella panarcys,Possibly Extant (resident),S. Contreras B.;  S. Contreras A.;  D. Contreras A.; A. Contreras A.,,-105.430556,28.421111
Cyprinodon beltrani,Extant (resident),Schmitter-Soto 1998,,-88.73,19.806
Cyprinodon beltrani,Extant (resident),Schmitter-Soto 1998,,-88.771,19.877
Allotoca maculata,Extant (resident),Domínguez-Domínguez,2006.0,-103.9928,20.8929
Allotoca maculata,Extant (resident),Köck et al.,2016.0,-104.1144,20.7682
Allotoca maculata,Extant (resident),Lyons,2006.0,-103.9977,20.8994
Allotoca maculata,Extant (resident),Lyons,2015.0,-104.1109,20.7699
Allotoca maculata,Extant (resident),Slaboch et al.,2010.0,-104.0204,20.893
Allotoca maculata,Possibly Extinct,Turner,1939.0,-104.1198,20.8229
Allotoca maculata,Possibly Extinct,Matt,1939.0,-104.1638,20.7778
Girardinichthys multiradiatus,Extant (resident),Cruz-Gomez,2008.0,-99.6915,20.0035
Girardinichthys multiradiatus,Extant (resident),Inst. Pol.,1951.0,-100.412,19.3864
Girardinichthys multiradiatus,Extant (resident),Inst. Pol.,1980.0,-99.8243,20.2353
Girardinichthys multiradiatus,Extant (resident),Inst. Pol.,1998.0,-99.4934,19.1532
Girardinichthys multiradiatus,Extant (resident),Köck et al.,2017.0,-100.6211,19.7081
Girardinichthys multiradiatus,Extant (resident),Mercado-Silva,2017.0,-99.3157,19.0566
Girardinichthys multiradiatus,Extant (resident),Navarrete-Salgado,2006.0,-100.1923,20.3008
Girardinichthys multiradiatus,Possibly Extant (resident),Domínguez-Domínguez,2006.0,-100.447,19.8835
Girardinichthys viviparus,Extant (resident),Inst. Pol.,1932.0,-98.8333,19.3333
Girardinichthys viviparus,Extant (resident),Inst. Pol.,1955.0,-99.1386,19.7456
Girardinichthys viviparus,Extant (resident),Lara,2017.0,-98.7192,19.7877
Girardinichthys viviparus,Extant (resident),Lyons,2007.0,-99.1857,19.4227
Girardinichthys viviparus,Extant (resident),Miranda,2008.0,-98.3951,19.8748
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2007.0,33.52058,1.352457
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2006.0,33.447171,1.245461
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2006.0,33.466684,1.208538
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2006.0,33.472028,1.217361
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2007.0,33.520349,1.35359
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,2007.0,33.522167,1.352306
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,1996.0,32.855026,1.417175
Mormyrus macrocephalus,Extant (resident),GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,1996.0,32.866062,1.410086
